id,url,imageurl,imageurllarge,catid,gakey,countreview,discountpercentage,preorder,name,price,priceint,original_price,rating,wishlist,labels,badges,labelgroups,typename,shop_id,shop_url,shop_name,shop_goldmerchant,shop_official,shop_reputation,shop_clover,shop_location,shop_typename,job_insertdate
5080850360,https://www.tokopedia.com/aliyahbutik/hemclo-kemeja-polos-wanita-big-size-ukuran-s-m-l-xl-xxl-xxxl-xxxxl-white-s?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/29/051f3db8-191c-4759-ae15-cf34849cca67.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/7/29/051f3db8-191c-4759-ae15-cf34849cca67.jpg,1758,/category/fashion-wanita/atasan-wanita/aliyahbutik/hemclo-kemeja-polos-wanita-big-size-ukuran-s-m-l-xl-xxl-xxxl-xxxxl-white-s,421,0,False,HemClo Kemeja Polos Wanita Big Size Ukuran S M L XL XXL XXXL XXXXL,Rp48.000,48000,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,7068887,https://www.tokopedia.com/aliyahbutik,ALIYAH BUTIK,True,False,,,Kab. Bandung,AceShop,2023-12-18 22:17:06
7250251199,https://www.tokopedia.com/giogrosir17/flanel-wanita-lengan-panjang-kemeja-flannel-best-seller-best-black-m?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/18/8e16dbd1-42f2-4cfa-abb8-bb605da6e4fe.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/12/18/8e16dbd1-42f2-4cfa-abb8-bb605da6e4fe.jpg,1758,/category/fashion-wanita/atasan-wanita/giogrosir17/flanel-wanita-lengan-panjang-kemeja-flannel-best-seller-best-black-m,60,0,False,flanel wanita lengan panjang kemeja flannel best seller,Rp50.000,50000,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '100+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,14662622,https://www.tokopedia.com/giogrosir17,giogrosir17,True,False,,,Kab. Pemalang,AceShop,2023-12-18 22:17:06
11296081370,https://www.tokopedia.com/ellipses/ellipsesinc-kaos-wanita-lengan-panjang-cat-collection-caution-oversize-ab352?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/29/b3744d72-7332-40e1-853a-e173d57b5a3b.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/5/29/b3744d72-7332-40e1-853a-e173d57b5a3b.jpg,1758,/category/fashion-wanita/atasan-wanita/ellipses/ellipsesinc-kaos-wanita-lengan-panjang-cat-collection-caution-oversize-ab352,54,56,False,ELLIPSESINC Kaos Wanita Lengan Panjang Cat Collection,Rp43.900,43900,Rp100.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '100+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'DBZ Oct 23', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,443716,https://www.tokopedia.com/ellipses,Ellipses.inc,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
4586409913,https://www.tokopedia.com/shopatvelvet/shopatvelvet-paul-tank-black?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/1/b86a6213-3288-4068-bbe2-8c76f41df533.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/7/1/b86a6213-3288-4068-bbe2-8c76f41df533.jpg,1758,/category/fashion-wanita/atasan-wanita/shopatvelvet/shopatvelvet-paul-tank-black,71,34,False,Shopatvelvet - Paul Tank Black,Rp99.000,99000,Rp149.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', '__typename': 'AceSearchLabelUnify'}, {'position': 'price', 'title': 'Cashback 4,9rb', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Beli Lokal', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,3332067,https://www.tokopedia.com/shopatvelvet,shopatvelvet,True,True,,,Kab. Tangerang,AceShop,2023-12-18 22:17:06
3897333507,https://www.tokopedia.com/vayamadelon/vaya-tanktop-bra-with-cup-premium-art-1806-khaki-freesize?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/5/21/e5525a27-eb48-4fa4-a730-5b6011fc7f93.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/5/21/e5525a27-eb48-4fa4-a730-5b6011fc7f93.jpg,1758,/category/fashion-wanita/atasan-wanita/vayamadelon/vaya-tanktop-bra-with-cup-premium-art-1806-khaki-freesize,531,75,False,Vaya Tanktop Bra With Cup (Premium) Art 1806,Rp30.000,30000,Rp120.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,3854158,https://www.tokopedia.com/vayamadelon,VAYA MADELON,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
12313549543,https://www.tokopedia.com/weilin89/blouse-ruffle-flowers-korean-style-baju-atasan-wanita-kekinian-fashi-poppy-bw-c0df9?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/18/20509670-3b51-44b6-a2dd-cbd75eb60bac.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/7/18/20509670-3b51-44b6-a2dd-cbd75eb60bac.jpg,1758,/category/fashion-wanita/atasan-wanita/weilin89/blouse-ruffle-flowers-korean-style-baju-atasan-wanita-kekinian-fashi-poppy-bw-c0df9,74,0,False,Blouse Ruffle Flowers Korean style | Baju Atasan Wanita Kekinian Fashi,Rp78.000,78000,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'gimmick', 'title': 'Sisa 9', 'type': 'textDarkRed', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '100+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,3470966,https://www.tokopedia.com/weilin89,WeiLin,True,False,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
6859318872,https://www.tokopedia.com/mango-outfit/kaos-wanita-polos-lengan-panjang-jumbo-v-neck-part1-warna-solid-maroon-l?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/22/a66804f2-12f1-49ed-b861-6d41de7b512f.png,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/3/22/a66804f2-12f1-49ed-b861-6d41de7b512f.png,1758,/category/fashion-wanita/atasan-wanita/mango-outfit/kaos-wanita-polos-lengan-panjang-jumbo-v-neck-part1-warna-solid-maroon-l,64,0,False,Kaos wanita polos lengan panjang Jumbo V-neck - Part1 Warna SOLID,Rp23.933,23933,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,14601989,https://www.tokopedia.com/mango-outfit,Mango_outfit,True,False,,,Kab. Klaten,AceShop,2023-12-18 22:17:06
2871806766,https://www.tokopedia.com/suplierspreicipadu/kaos-katun-rib-premium-polos-lengan-panjang-kaos-unisex-pria-wanita-hitam?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/4/150db0e2-b31b-48ee-8d27-3eadb9496aee.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/2/4/150db0e2-b31b-48ee-8d27-3eadb9496aee.jpg,1758,/category/fashion-wanita/atasan-wanita/suplierspreicipadu/kaos-katun-rib-premium-polos-lengan-panjang-kaos-unisex-pria-wanita-hitam,787,0,False,Kaos katun Rib premium polos lengan panjang /kaos unisex pria wanita,Rp33.500,33500,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'price', 'title': 'Grosir', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,2663545,https://www.tokopedia.com/suplierspreicipadu,suplier sprei cipadu,True,False,,,Tangerang Selatan,AceShop,2023-12-18 22:17:06
8156765464,https://www.tokopedia.com/laicaactive/laica-tennis-polo-shirt-atasan-wanita-onyx-m?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/18/7f0fc461-e73f-4f11-be1c-84c30d3dfc84.png,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/10/18/7f0fc461-e73f-4f11-be1c-84c30d3dfc84.png,1758,/category/fashion-wanita/atasan-wanita/laicaactive/laica-tennis-polo-shirt-atasan-wanita-onyx-m,25,0,False,LAICA TENNIS POLO Shirt Atasan Wanita,Rp309.900,309900,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'price', 'title': 'Cashback 15,4rb', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '100+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Sports', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,10567205,https://www.tokopedia.com/laicaactive,LAICA Active,True,True,,,Kab. Bandung,AceShop,2023-12-18 22:17:06
5716684252,https://www.tokopedia.com/tokosentris/manset-tangan-wanita-bolero-long-balero-lengan-sambung-hitam-standard?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/8/26/675788b7-90c8-4e64-b35c-c9834ab01724.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/8/26/675788b7-90c8-4e64-b35c-c9834ab01724.jpg,1758,/category/fashion-wanita/atasan-wanita/tokosentris/manset-tangan-wanita-bolero-long-balero-lengan-sambung-hitam-standard,531,15,False,Manset Tangan Wanita Bolero Long Balero Lengan Sambung,Rp20.400,20400,Rp24.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,13943012,https://www.tokopedia.com/tokosentris,Toko Sentris,True,False,,,Kab. Tangerang,AceShop,2023-12-18 22:17:06
6436195015,https://www.tokopedia.com/batikjayalaksana/kemeja-wanita-lengan-panjang-polos-katun-linen-nelka-shirt-hem-terbaru-hitam-xl?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/25/1419d37e-ece8-4c20-832b-df76e6882500.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/25/1419d37e-ece8-4c20-832b-df76e6882500.jpg,1758,/category/fashion-wanita/atasan-wanita/batikjayalaksana/kemeja-wanita-lengan-panjang-polos-katun-linen-nelka-shirt-hem-terbaru-hitam-xl,141,0,False,Kemeja Wanita Lengan Panjang polos Katun Linen nelka Shirt Hem terbaru,Rp50.000,50000,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,6490485,https://www.tokopedia.com/batikjayalaksana,BATIK JAYA LAKSANA,True,False,,,Kab. Pekalongan,AceShop,2023-12-18 22:17:06
11595489126,https://www.tokopedia.com/ellipses/ellipsesinc-kaos-oversize-great-things-are-coming-beige-pendek-allsize-af435?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/55fa5597-71cf-4f71-b1fb-b8f42900cc3f.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/9/14/55fa5597-71cf-4f71-b1fb-b8f42900cc3f.jpg,1758,/category/fashion-wanita/atasan-wanita/ellipses/ellipsesinc-kaos-oversize-great-things-are-coming-beige-pendek-allsize-af435,42,51,False,ELLIPSESINC Kaos Oversize Great Things Are Coming,Rp38.900,38900,Rp80.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '100+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,443716,https://www.tokopedia.com/ellipses,Ellipses.inc,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
